,index,Text,id,model,gltr_0,gltr_1,gltr_2,gltr_3,gltr_Label,gpt_zero_Burtiness,gpt_zero_Label,gpt_zero_Perplexity,roberta_Label,roberta_large_Label,roberta_large_score_0,roberta_large_score_1,roberta_score_Fake,roberta_score_Real
6,75%,,315,315,,,,,,,,,,,,,,
7,max,,315,315,,,,,,,,,,,,,,
0,count,0.0,316,316,,,,,,,,,,,,,,
1,mean,,316,316,,,,,,,,,,,,,,
2,std,,316,316,,,,,,,,,,,,,,
3,min,,316,316,,,,,,,,,,,,,,
4,25%,,316,316,,,,,,,,,,,,,,
5,50%,,316,316,,,,,,,,,,,,,,
6,75%,,316,316,,,,,,,,,,,,,,
7,max,,316,316,,,,,,,,,,,,,,
0,count,0.0,317,317,,,,,,,,,,,,,,
1,mean,,317,317,,,,,,,,,,,,,,
2,std,,317,317,,,,,,,,,,,,,,
3,min,,317,317,,,,,,,,,,,,,,
4,25%,,317,317,,,,,,,,,,,,,,
5,50%,,317,317,,,,,,,,,,,,,,
6,75%,,317,317,,,,,,,,,,,,,,
7,max,,317,317,,,,,,,,,,,,,,
0,count,0.0,318,318,,,,,,,,,,,,,,
1,mean,,318,318,,,,,,,,,,,,,,
2,std,,318,318,,,,,,,,,,,,,,
3,min,,318,318,,,,,,,,,,,,,,
4,25%,,318,318,,,,,,,,,,,,,,
5,50%,,318,318,,,,,,,,,,,,,,
6,75%,,318,318,,,,,,,,,,,,,,
7,max,,318,318,,,,,,,,,,,,,,
0,count,0.0,319,319,,,,,,,,,,,,,,
1,mean,,319,319,,,,,,,,,,,,,,
2,std,,319,319,,,,,,,,,,,,,,
3,min,,319,319,,,,,,,,,,,,,,
4,25%,,319,319,,,,,,,,,,,,,,
5,50%,,319,319,,,,,,,,,,,,,,
6,75%,,319,319,,,,,,,,,,,,,,
7,max,,319,319,,,,,,,,,,,,,,
0,count,0.0,320,320,,,,,,,,,,,,,,
1,mean,,320,320,,,,,,,,,,,,,,
2,std,,320,320,,,,,,,,,,,,,,
3,min,,320,320,,,,,,,,,,,,,,
4,25%,,320,320,,,,,,,,,,,,,,
5,50%,,320,320,,,,,,,,,,,,,,
6,75%,,320,320,,,,,,,,,,,,,,
7,max,,320,320,,,,,,,,,,,,,,
0,count,0.0,321,321,,,,,,,,,,,,,,
1,mean,,321,321,,,,,,,,,,,,,,
2,std,,321,321,,,,,,,,,,,,,,
3,min,,321,321,,,,,,,,,,,,,,
4,25%,,321,321,,,,,,,,,,,,,,
5,50%,,321,321,,,,,,,,,,,,,,
6,75%,,321,321,,,,,,,,,,,,,,
7,max,,321,321,,,,,,,,,,,,,,
0,count,0.0,322,322,,,,,,,,,,,,,,
1,mean,,322,322,,,,,,,,,,,,,,
2,std,,322,322,,,,,,,,,,,,,,
3,min,,322,322,,,,,,,,,,,,,,
4,25%,,322,322,,,,,,,,,,,,,,
5,50%,,322,322,,,,,,,,,,,,,,
6,75%,,322,322,,,,,,,,,,,,,,
7,max,,322,322,,,,,,,,,,,,,,
0,count,0.0,323,323,,,,,,,,,,,,,,
1,mean,,323,323,,,,,,,,,,,,,,
2,std,,323,323,,,,,,,,,,,,,,
3,min,,323,323,,,,,,,,,,,,,,
4,25%,,323,323,,,,,,,,,,,,,,
5,50%,,323,323,,,,,,,,,,,,,,
6,75%,,323,323,,,,,,,,,,,,,,
7,max,,323,323,,,,,,,,,,,,,,
0,count,0.0,324,324,,,,,,,,,,,,,,
1,mean,,324,324,,,,,,,,,,,,,,
2,std,,324,324,,,,,,,,,,,,,,
3,min,,324,324,,,,,,,,,,,,,,
4,25%,,324,324,,,,,,,,,,,,,,
5,50%,,324,324,,,,,,,,,,,,,,
6,75%,,324,324,,,,,,,,,,,,,,
7,max,,324,324,,,,,,,,,,,,,,
0,count,0.0,325,325,,,,,,,,,,,,,,
1,mean,,325,325,,,,,,,,,,,,,,
2,std,,325,325,,,,,,,,,,,,,,
3,min,,325,325,,,,,,,,,,,,,,
4,25%,,325,325,,,,,,,,,,,,,,
5,50%,,325,325,,,,,,,,,,,,,,
6,75%,,325,325,,,,,,,,,,,,,,
7,max,,325,325,,,,,,,,,,,,,,
0,count,0.0,326,326,,,,,,,,,,,,,,
1,mean,,326,326,,,,,,,,,,,,,,
2,std,,326,326,,,,,,,,,,,,,,
3,min,,326,326,,,,,,,,,,,,,,
4,25%,,326,326,,,,,,,,,,,,,,
5,50%,,326,326,,,,,,,,,,,,,,
6,75%,,326,326,,,,,,,,,,,,,,
7,max,,326,326,,,,,,,,,,,,,,
0,count,0.0,327,327,,,,,,,,,,,,,,
1,mean,,327,327,,,,,,,,,,,,,,
2,std,,327,327,,,,,,,,,,,,,,
3,min,,327,327,,,,,,,,,,,,,,
4,25%,,327,327,,,,,,,,,,,,,,
5,50%,,327,327,,,,,,,,,,,,,,
6,75%,,327,327,,,,,,,,,,,,,,
7,max,,327,327,,,,,,,,,,,,,,
0,count,0.0,328,328,,,,,,,,,,,,,,
1,mean,,328,328,,,,,,,,,,,,,,
2,std,,328,328,,,,,,,,,,,,,,
3,min,,328,328,,,,,,,,,,,,,,
4,25%,,328,328,,,,,,,,,,,,,,
5,50%,,328,328,,,,,,,,,,,,,,
6,75%,,328,328,,,,,,,,,,,,,,
7,max,,328,328,,,,,,,,,,,,,,
0,count,0.0,329,329,,,,,,,,,,,,,,
1,mean,,329,329,,,,,,,,,,,,,,
2,std,,329,329,,,,,,,,,,,,,,
3,min,,329,329,,,,,,,,,,,,,,
4,25%,,329,329,,,,,,,,,,,,,,
5,50%,,329,329,,,,,,,,,,,,,,
6,75%,,329,329,,,,,,,,,,,,,,
7,max,,329,329,,,,,,,,,,,,,,
0,count,0.0,330,330,,,,,,,,,,,,,,
1,mean,,330,330,,,,,,,,,,,,,,
2,std,,330,330,,,,,,,,,,,,,,
3,min,,330,330,,,,,,,,,,,,,,
4,25%,,330,330,,,,,,,,,,,,,,
5,50%,,330,330,,,,,,,,,,,,,,
6,75%,,330,330,,,,,,,,,,,,,,
7,max,,330,330,,,,,,,,,,,,,,
0,count,0.0,331,331,,,,,,,,,,,,,,
1,mean,,331,331,,,,,,,,,,,,,,
2,std,,331,331,,,,,,,,,,,,,,
3,min,,331,331,,,,,,,,,,,,,,
4,25%,,331,331,,,,,,,,,,,,,,
5,50%,,331,331,,,,,,,,,,,,,,
6,75%,,331,331,,,,,,,,,,,,,,
7,max,,331,331,,,,,,,,,,,,,,
0,count,0.0,332,332,,,,,,,,,,,,,,
1,mean,,332,332,,,,,,,,,,,,,,
2,std,,332,332,,,,,,,,,,,,,,
3,min,,332,332,,,,,,,,,,,,,,
4,25%,,332,332,,,,,,,,,,,,,,
5,50%,,332,332,,,,,,,,,,,,,,
6,75%,,332,332,,,,,,,,,,,,,,
7,max,,332,332,,,,,,,,,,,,,,
0,count,0.0,333,333,,,,,,,,,,,,,,
1,mean,,333,333,,,,,,,,,,,,,,
2,std,,333,333,,,,,,,,,,,,,,
3,min,,333,333,,,,,,,,,,,,,,
4,25%,,333,333,,,,,,,,,,,,,,
5,50%,,333,333,,,,,,,,,,,,,,
6,75%,,333,333,,,,,,,,,,,,,,
7,max,,333,333,,,,,,,,,,,,,,
0,count,0.0,334,334,,,,,,,,,,,,,,
1,mean,,334,334,,,,,,,,,,,,,,
2,std,,334,334,,,,,,,,,,,,,,
3,min,,334,334,,,,,,,,,,,,,,
4,25%,,334,334,,,,,,,,,,,,,,
5,50%,,334,334,,,,,,,,,,,,,,
6,75%,,334,334,,,,,,,,,,,,,,
7,max,,334,334,,,,,,,,,,,,,,
0,count,0.0,335,335,,,,,,,,,,,,,,
1,mean,,335,335,,,,,,,,,,,,,,
2,std,,335,335,,,,,,,,,,,,,,
3,min,,335,335,,,,,,,,,,,,,,
4,25%,,335,335,,,,,,,,,,,,,,
5,50%,,335,335,,,,,,,,,,,,,,
6,75%,,335,335,,,,,,,,,,,,,,
7,max,,335,335,,,,,,,,,,,,,,
0,count,0.0,336,336,,,,,,,,,,,,,,
1,mean,,336,336,,,,,,,,,,,,,,
2,std,,336,336,,,,,,,,,,,,,,
3,min,,336,336,,,,,,,,,,,,,,
4,25%,,336,336,,,,,,,,,,,,,,
5,50%,,336,336,,,,,,,,,,,,,,
6,75%,,336,336,,,,,,,,,,,,,,
7,max,,336,336,,,,,,,,,,,,,,
0,count,0.0,337,337,,,,,,,,,,,,,,
1,mean,,337,337,,,,,,,,,,,,,,
2,std,,337,337,,,,,,,,,,,,,,
3,min,,337,337,,,,,,,,,,,,,,
4,25%,,337,337,,,,,,,,,,,,,,
5,50%,,337,337,,,,,,,,,,,,,,
6,75%,,337,337,,,,,,,,,,,,,,
7,max,,337,337,,,,,,,,,,,,,,
0,count,0.0,338,338,,,,,,,,,,,,,,
1,mean,,338,338,,,,,,,,,,,,,,
2,std,,338,338,,,,,,,,,,,,,,
3,min,,338,338,,,,,,,,,,,,,,
4,25%,,338,338,,,,,,,,,,,,,,
5,50%,,338,338,,,,,,,,,,,,,,
6,75%,,338,338,,,,,,,,,,,,,,
7,max,,338,338,,,,,,,,,,,,,,
0,count,0.0,339,339,,,,,,,,,,,,,,
1,mean,,339,339,,,,,,,,,,,,,,
2,std,,339,339,,,,,,,,,,,,,,
3,min,,339,339,,,,,,,,,,,,,,
4,25%,,339,339,,,,,,,,,,,,,,
5,50%,,339,339,,,,,,,,,,,,,,
6,75%,,339,339,,,,,,,,,,,,,,
7,max,,339,339,,,,,,,,,,,,,,
0,count,0.0,340,340,,,,,,,,,,,,,,
1,mean,,340,340,,,,,,,,,,,,,,
2,std,,340,340,,,,,,,,,,,,,,
3,min,,340,340,,,,,,,,,,,,,,
4,25%,,340,340,,,,,,,,,,,,,,
5,50%,,340,340,,,,,,,,,,,,,,
6,75%,,340,340,,,,,,,,,,,,,,
7,max,,340,340,,,,,,,,,,,,,,
0,count,0.0,341,341,,,,,,,,,,,,,,
1,mean,,341,341,,,,,,,,,,,,,,
2,std,,341,341,,,,,,,,,,,,,,
3,min,,341,341,,,,,,,,,,,,,,
4,25%,,341,341,,,,,,,,,,,,,,
5,50%,,341,341,,,,,,,,,,,,,,
6,75%,,341,341,,,,,,,,,,,,,,
7,max,,341,341,,,,,,,,,,,,,,
0,count,0.0,342,342,,,,,,,,,,,,,,
1,mean,,342,342,,,,,,,,,,,,,,
2,std,,342,342,,,,,,,,,,,,,,
3,min,,342,342,,,,,,,,,,,,,,
4,25%,,342,342,,,,,,,,,,,,,,
5,50%,,342,342,,,,,,,,,,,,,,
6,75%,,342,342,,,,,,,,,,,,,,
7,max,,342,342,,,,,,,,,,,,,,
0,count,0.0,343,343,,,,,,,,,,,,,,
1,mean,,343,343,,,,,,,,,,,,,,
2,std,,343,343,,,,,,,,,,,,,,
3,min,,343,343,,,,,,,,,,,,,,
4,25%,,343,343,,,,,,,,,,,,,,
5,50%,,343,343,,,,,,,,,,,,,,
6,75%,,343,343,,,,,,,,,,,,,,
7,max,,343,343,,,,,,,,,,,,,,
0,count,0.0,344,344,,,,,,,,,,,,,,
1,mean,,344,344,,,,,,,,,,,,,,
2,std,,344,344,,,,,,,,,,,,,,
3,min,,344,344,,,,,,,,,,,,,,
4,25%,,344,344,,,,,,,,,,,,,,
5,50%,,344,344,,,,,,,,,,,,,,
6,75%,,344,344,,,,,,,,,,,,,,
7,max,,344,344,,,,,,,,,,,,,,
0,count,0.0,345,345,,,,,,,,,,,,,,
1,mean,,345,345,,,,,,,,,,,,,,
2,std,,345,345,,,,,,,,,,,,,,
3,min,,345,345,,,,,,,,,,,,,,
4,25%,,345,345,,,,,,,,,,,,,,
5,50%,,345,345,,,,,,,,,,,,,,
6,75%,,345,345,,,,,,,,,,,,,,
7,max,,345,345,,,,,,,,,,,,,,
0,count,0.0,346,346,,,,,,,,,,,,,,
1,mean,,346,346,,,,,,,,,,,,,,
2,std,,346,346,,,,,,,,,,,,,,
3,min,,346,346,,,,,,,,,,,,,,
4,25%,,346,346,,,,,,,,,,,,,,
5,50%,,346,346,,,,,,,,,,,,,,
6,75%,,346,346,,,,,,,,,,,,,,
7,max,,346,346,,,,,,,,,,,,,,
0,count,0.0,347,347,,,,,,,,,,,,,,
1,mean,,347,347,,,,,,,,,,,,,,
2,std,,347,347,,,,,,,,,,,,,,
3,min,,347,347,,,,,,,,,,,,,,
4,25%,,347,347,,,,,,,,,,,,,,
5,50%,,347,347,,,,,,,,,,,,,,
6,75%,,347,347,,,,,,,,,,,,,,
7,max,,347,347,,,,,,,,,,,,,,
0,count,0.0,348,348,,,,,,,,,,,,,,
1,mean,,348,348,,,,,,,,,,,,,,
2,std,,348,348,,,,,,,,,,,,,,
3,min,,348,348,,,,,,,,,,,,,,
4,25%,,348,348,,,,,,,,,,,,,,
5,50%,,348,348,,,,,,,,,,,,,,
6,75%,,348,348,,,,,,,,,,,,,,
7,max,,348,348,,,,,,,,,,,,,,
0,count,0.0,349,349,,,,,,,,,,,,,,
1,mean,,349,349,,,,,,,,,,,,,,
2,std,,349,349,,,,,,,,,,,,,,
3,min,,349,349,,,,,,,,,,,,,,
4,25%,,349,349,,,,,,,,,,,,,,
5,50%,,349,349,,,,,,,,,,,,,,
6,75%,,349,349,,,,,,,,,,,,,,
7,max,,349,349,,,,,,,,,,,,,,
0,count,0.0,350,350,,,,,,,,,,,,,,
1,mean,,350,350,,,,,,,,,,,,,,
2,std,,350,350,,,,,,,,,,,,,,
3,min,,350,350,,,,,,,,,,,,,,
4,25%,,350,350,,,,,,,,,,,,,,
5,50%,,350,350,,,,,,,,,,,,,,
6,75%,,350,350,,,,,,,,,,,,,,
7,max,,350,350,,,,,,,,,,,,,,
0,count,0.0,351,351,,,,,,,,,,,,,,
1,mean,,351,351,,,,,,,,,,,,,,
2,std,,351,351,,,,,,,,,,,,,,
3,min,,351,351,,,,,,,,,,,,,,
4,25%,,351,351,,,,,,,,,,,,,,
5,50%,,351,351,,,,,,,,,,,,,,
6,75%,,351,351,,,,,,,,,,,,,,
7,max,,351,351,,,,,,,,,,,,,,
0,count,0.0,352,352,,,,,,,,,,,,,,
1,mean,,352,352,,,,,,,,,,,,,,
2,std,,352,352,,,,,,,,,,,,,,
3,min,,352,352,,,,,,,,,,,,,,
4,25%,,352,352,,,,,,,,,,,,,,
5,50%,,352,352,,,,,,,,,,,,,,
6,75%,,352,352,,,,,,,,,,,,,,
7,max,,352,352,,,,,,,,,,,,,,
0,count,0.0,353,353,,,,,,,,,,,,,,
1,mean,,353,353,,,,,,,,,,,,,,
2,std,,353,353,,,,,,,,,,,,,,
3,min,,353,353,,,,,,,,,,,,,,
4,25%,,353,353,,,,,,,,,,,,,,
5,50%,,353,353,,,,,,,,,,,,,,
6,75%,,353,353,,,,,,,,,,,,,,
7,max,,353,353,,,,,,,,,,,,,,
0,count,0.0,354,354,,,,,,,,,,,,,,
1,mean,,354,354,,,,,,,,,,,,,,
2,std,,354,354,,,,,,,,,,,,,,
3,min,,354,354,,,,,,,,,,,,,,
4,25%,,354,354,,,,,,,,,,,,,,
5,50%,,354,354,,,,,,,,,,,,,,
6,75%,,354,354,,,,,,,,,,,,,,
7,max,,354,354,,,,,,,,,,,,,,
0,count,0.0,355,355,,,,,,,,,,,,,,
1,mean,,355,355,,,,,,,,,,,,,,
2,std,,355,355,,,,,,,,,,,,,,
3,min,,355,355,,,,,,,,,,,,,,
4,25%,,355,355,,,,,,,,,,,,,,
5,50%,,355,355,,,,,,,,,,,,,,
6,75%,,355,355,,,,,,,,,,,,,,
7,max,,355,355,,,,,,,,,,,,,,
0,count,0.0,356,356,,,,,,,,,,,,,,
1,mean,,356,356,,,,,,,,,,,,,,
2,std,,356,356,,,,,,,,,,,,,,
3,min,,356,356,,,,,,,,,,,,,,
4,25%,,356,356,,,,,,,,,,,,,,
5,50%,,356,356,,,,,,,,,,,,,,
6,75%,,356,356,,,,,,,,,,,,,,
7,max,,356,356,,,,,,,,,,,,,,
0,count,0.0,357,357,,,,,,,,,,,,,,
1,mean,,357,357,,,,,,,,,,,,,,
2,std,,357,357,,,,,,,,,,,,,,
3,min,,357,357,,,,,,,,,,,,,,
4,25%,,357,357,,,,,,,,,,,,,,
5,50%,,357,357,,,,,,,,,,,,,,
6,75%,,357,357,,,,,,,,,,,,,,
7,max,,357,357,,,,,,,,,,,,,,
0,count,0.0,358,358,,,,,,,,,,,,,,
1,mean,,358,358,,,,,,,,,,,,,,
2,std,,358,358,,,,,,,,,,,,,,
3,min,,358,358,,,,,,,,,,,,,,
4,25%,,358,358,,,,,,,,,,,,,,
5,50%,,358,358,,,,,,,,,,,,,,
6,75%,,358,358,,,,,,,,,,,,,,
7,max,,358,358,,,,,,,,,,,,,,
0,count,0.0,359,359,,,,,,,,,,,,,,
1,mean,,359,359,,,,,,,,,,,,,,
2,std,,359,359,,,,,,,,,,,,,,
3,min,,359,359,,,,,,,,,,,,,,
4,25%,,359,359,,,,,,,,,,,,,,
5,50%,,359,359,,,,,,,,,,,,,,
6,75%,,359,359,,,,,,,,,,,,,,
7,max,,359,359,,,,,,,,,,,,,,
0,count,0.0,360,360,,,,,,,,,,,,,,
1,mean,,360,360,,,,,,,,,,,,,,
2,std,,360,360,,,,,,,,,,,,,,
3,min,,360,360,,,,,,,,,,,,,,
4,25%,,360,360,,,,,,,,,,,,,,
5,50%,,360,360,,,,,,,,,,,,,,
6,75%,,360,360,,,,,,,,,,,,,,
7,max,,360,360,,,,,,,,,,,,,,
0,count,0.0,361,361,,,,,,,,,,,,,,
1,mean,,361,361,,,,,,,,,,,,,,
2,std,,361,361,,,,,,,,,,,,,,
3,min,,361,361,,,,,,,,,,,,,,
4,25%,,361,361,,,,,,,,,,,,,,
5,50%,,361,361,,,,,,,,,,,,,,
6,75%,,361,361,,,,,,,,,,,,,,
7,max,,361,361,,,,,,,,,,,,,,
0,count,0.0,362,362,,,,,,,,,,,,,,
1,mean,,362,362,,,,,,,,,,,,,,
2,std,,362,362,,,,,,,,,,,,,,
3,min,,362,362,,,,,,,,,,,,,,
4,25%,,362,362,,,,,,,,,,,,,,
5,50%,,362,362,,,,,,,,,,,,,,
6,75%,,362,362,,,,,,,,,,,,,,
7,max,,362,362,,,,,,,,,,,,,,
0,count,0.0,363,363,,,,,,,,,,,,,,
1,mean,,363,363,,,,,,,,,,,,,,
2,std,,363,363,,,,,,,,,,,,,,
3,min,,363,363,,,,,,,,,,,,,,
4,25%,,363,363,,,,,,,,,,,,,,
5,50%,,363,363,,,,,,,,,,,,,,
6,75%,,363,363,,,,,,,,,,,,,,
7,max,,363,363,,,,,,,,,,,,,,
0,count,0.0,364,364,,,,,,,,,,,,,,
1,mean,,364,364,,,,,,,,,,,,,,
2,std,,364,364,,,,,,,,,,,,,,
3,min,,364,364,,,,,,,,,,,,,,
4,25%,,364,364,,,,,,,,,,,,,,
5,50%,,364,364,,,,,,,,,,,,,,
6,75%,,364,364,,,,,,,,,,,,,,
7,max,,364,364,,,,,,,,,,,,,,
0,count,0.0,365,365,,,,,,,,,,,,,,
1,mean,,365,365,,,,,,,,,,,,,,
2,std,,365,365,,,,,,,,,,,,,,
3,min,,365,365,,,,,,,,,,,,,,
4,25%,,365,365,,,,,,,,,,,,,,
5,50%,,365,365,,,,,,,,,,,,,,
6,75%,,365,365,,,,,,,,,,,,,,
7,max,,365,365,,,,,,,,,,,,,,
0,count,0.0,366,366,,,,,,,,,,,,,,
1,mean,,366,366,,,,,,,,,,,,,,
2,std,,366,366,,,,,,,,,,,,,,
3,min,,366,366,,,,,,,,,,,,,,
4,25%,,366,366,,,,,,,,,,,,,,
5,50%,,366,366,,,,,,,,,,,,,,
6,75%,,366,366,,,,,,,,,,,,,,
7,max,,366,366,,,,,,,,,,,,,,
0,count,0.0,367,367,,,,,,,,,,,,,,
1,mean,,367,367,,,,,,,,,,,,,,
2,std,,367,367,,,,,,,,,,,,,,
3,min,,367,367,,,,,,,,,,,,,,
4,25%,,367,367,,,,,,,,,,,,,,
5,50%,,367,367,,,,,,,,,,,,,,
6,75%,,367,367,,,,,,,,,,,,,,
7,max,,367,367,,,,,,,,,,,,,,
0,count,0.0,368,368,,,,,,,,,,,,,,
1,mean,,368,368,,,,,,,,,,,,,,
2,std,,368,368,,,,,,,,,,,,,,
3,min,,368,368,,,,,,,,,,,,,,
4,25%,,368,368,,,,,,,,,,,,,,
5,50%,,368,368,,,,,,,,,,,,,,
6,75%,,368,368,,,,,,,,,,,,,,
7,max,,368,368,,,,,,,,,,,,,,
0,count,0.0,369,369,,,,,,,,,,,,,,
1,mean,,369,369,,,,,,,,,,,,,,
2,std,,369,369,,,,,,,,,,,,,,
3,min,,369,369,,,,,,,,,,,,,,
4,25%,,369,369,,,,,,,,,,,,,,
5,50%,,369,369,,,,,,,,,,,,,,
6,75%,,369,369,,,,,,,,,,,,,,
7,max,,369,369,,,,,,,,,,,,,,
0,count,0.0,370,370,,,,,,,,,,,,,,
1,mean,,370,370,,,,,,,,,,,,,,
2,std,,370,370,,,,,,,,,,,,,,
3,min,,370,370,,,,,,,,,,,,,,
4,25%,,370,370,,,,,,,,,,,,,,
5,50%,,370,370,,,,,,,,,,,,,,
6,75%,,370,370,,,,,,,,,,,,,,
7,max,,370,370,,,,,,,,,,,,,,
0,count,0.0,371,371,,,,,,,,,,,,,,
1,mean,,371,371,,,,,,,,,,,,,,
2,std,,371,371,,,,,,,,,,,,,,
3,min,,371,371,,,,,,,,,,,,,,
4,25%,,371,371,,,,,,,,,,,,,,
5,50%,,371,371,,,,,,,,,,,,,,
6,75%,,371,371,,,,,,,,,,,,,,
7,max,,371,371,,,,,,,,,,,,,,
0,count,0.0,372,372,,,,,,,,,,,,,,
1,mean,,372,372,,,,,,,,,,,,,,
2,std,,372,372,,,,,,,,,,,,,,
3,min,,372,372,,,,,,,,,,,,,,
4,25%,,372,372,,,,,,,,,,,,,,
5,50%,,372,372,,,,,,,,,,,,,,
6,75%,,372,372,,,,,,,,,,,,,,
7,max,,372,372,,,,,,,,,,,,,,
0,count,0.0,373,373,,,,,,,,,,,,,,
1,mean,,373,373,,,,,,,,,,,,,,
2,std,,373,373,,,,,,,,,,,,,,
3,min,,373,373,,,,,,,,,,,,,,
4,25%,,373,373,,,,,,,,,,,,,,
5,50%,,373,373,,,,,,,,,,,,,,
6,75%,,373,373,,,,,,,,,,,,,,
7,max,,373,373,,,,,,,,,,,,,,
0,count,0.0,374,374,,,,,,,,,,,,,,
1,mean,,374,374,,,,,,,,,,,,,,
2,std,,374,374,,,,,,,,,,,,,,
3,min,,374,374,,,,,,,,,,,,,,
4,25%,,374,374,,,,,,,,,,,,,,
5,50%,,374,374,,,,,,,,,,,,,,
6,75%,,374,374,,,,,,,,,,,,,,
7,max,,374,374,,,,,,,,,,,,,,
0,count,0.0,375,375,,,,,,,,,,,,,,
1,mean,,375,375,,,,,,,,,,,,,,
2,std,,375,375,,,,,,,,,,,,,,
3,min,,375,375,,,,,,,,,,,,,,
4,25%,,375,375,,,,,,,,,,,,,,
5,50%,,375,375,,,,,,,,,,,,,,
6,75%,,375,375,,,,,,,,,,,,,,
7,max,,375,375,,,,,,,,,,,,,,
0,count,0.0,376,376,,,,,,,,,,,,,,
1,mean,,376,376,,,,,,,,,,,,,,
2,std,,376,376,,,,,,,,,,,,,,
3,min,,376,376,,,,,,,,,,,,,,
4,25%,,376,376,,,,,,,,,,,,,,
5,50%,,376,376,,,,,,,,,,,,,,
6,75%,,376,376,,,,,,,,,,,,,,
7,max,,376,376,,,,,,,,,,,,,,
0,count,0.0,377,377,,,,,,,,,,,,,,
1,mean,,377,377,,,,,,,,,,,,,,
2,std,,377,377,,,,,,,,,,,,,,
3,min,,377,377,,,,,,,,,,,,,,
4,25%,,377,377,,,,,,,,,,,,,,
5,50%,,377,377,,,,,,,,,,,,,,
6,75%,,377,377,,,,,,,,,,,,,,
7,max,,377,377,,,,,,,,,,,,,,
0,count,0.0,378,378,,,,,,,,,,,,,,
1,mean,,378,378,,,,,,,,,,,,,,
2,std,,378,378,,,,,,,,,,,,,,
3,min,,378,378,,,,,,,,,,,,,,
4,25%,,378,378,,,,,,,,,,,,,,
5,50%,,378,378,,,,,,,,,,,,,,
6,75%,,378,378,,,,,,,,,,,,,,
7,max,,378,378,,,,,,,,,,,,,,
0,count,0.0,379,379,,,,,,,,,,,,,,
1,mean,,379,379,,,,,,,,,,,,,,
2,std,,379,379,,,,,,,,,,,,,,
3,min,,379,379,,,,,,,,,,,,,,
4,25%,,379,379,,,,,,,,,,,,,,
5,50%,,379,379,,,,,,,,,,,,,,
6,75%,,379,379,,,,,,,,,,,,,,
7,max,,379,379,,,,,,,,,,,,,,
0,count,0.0,380,380,,,,,,,,,,,,,,
1,mean,,380,380,,,,,,,,,,,,,,
2,std,,380,380,,,,,,,,,,,,,,
3,min,,380,380,,,,,,,,,,,,,,
4,25%,,380,380,,,,,,,,,,,,,,
5,50%,,380,380,,,,,,,,,,,,,,
6,75%,,380,380,,,,,,,,,,,,,,
7,max,,380,380,,,,,,,,,,,,,,
0,count,0.0,381,381,,,,,,,,,,,,,,
1,mean,,381,381,,,,,,,,,,,,,,
2,std,,381,381,,,,,,,,,,,,,,
3,min,,381,381,,,,,,,,,,,,,,
4,25%,,381,381,,,,,,,,,,,,,,
5,50%,,381,381,,,,,,,,,,,,,,
6,75%,,381,381,,,,,,,,,,,,,,
7,max,,381,381,,,,,,,,,,,,,,
0,count,0.0,382,382,,,,,,,,,,,,,,
1,mean,,382,382,,,,,,,,,,,,,,
2,std,,382,382,,,,,,,,,,,,,,
3,min,,382,382,,,,,,,,,,,,,,
4,25%,,382,382,,,,,,,,,,,,,,
5,50%,,382,382,,,,,,,,,,,,,,
6,75%,,382,382,,,,,,,,,,,,,,
7,max,,382,382,,,,,,,,,,,,,,
0,count,0.0,383,383,,,,,,,,,,,,,,
1,mean,,383,383,,,,,,,,,,,,,,
2,std,,383,383,,,,,,,,,,,,,,
3,min,,383,383,,,,,,,,,,,,,,
4,25%,,383,383,,,,,,,,,,,,,,
5,50%,,383,383,,,,,,,,,,,,,,
6,75%,,383,383,,,,,,,,,,,,,,
7,max,,383,383,,,,,,,,,,,,,,
0,count,0.0,384,384,,,,,,,,,,,,,,
1,mean,,384,384,,,,,,,,,,,,,,
2,std,,384,384,,,,,,,,,,,,,,
3,min,,384,384,,,,,,,,,,,,,,
4,25%,,384,384,,,,,,,,,,,,,,
5,50%,,384,384,,,,,,,,,,,,,,
6,75%,,384,384,,,,,,,,,,,,,,
7,max,,384,384,,,,,,,,,,,,,,
0,count,0.0,385,385,,,,,,,,,,,,,,
1,mean,,385,385,,,,,,,,,,,,,,
2,std,,385,385,,,,,,,,,,,,,,
3,min,,385,385,,,,,,,,,,,,,,
4,25%,,385,385,,,,,,,,,,,,,,
5,50%,,385,385,,,,,,,,,,,,,,
6,75%,,385,385,,,,,,,,,,,,,,
7,max,,385,385,,,,,,,,,,,,,,
0,count,0.0,386,386,,,,,,,,,,,,,,
1,mean,,386,386,,,,,,,,,,,,,,
2,std,,386,386,,,,,,,,,,,,,,
3,min,,386,386,,,,,,,,,,,,,,
4,25%,,386,386,,,,,,,,,,,,,,
5,50%,,386,386,,,,,,,,,,,,,,
6,75%,,386,386,,,,,,,,,,,,,,
7,max,,386,386,,,,,,,,,,,,,,
0,count,0.0,387,387,,,,,,,,,,,,,,
1,mean,,387,387,,,,,,,,,,,,,,
2,std,,387,387,,,,,,,,,,,,,,
3,min,,387,387,,,,,,,,,,,,,,
4,25%,,387,387,,,,,,,,,,,,,,
5,50%,,387,387,,,,,,,,,,,,,,
6,75%,,387,387,,,,,,,,,,,,,,
7,max,,387,387,,,,,,,,,,,,,,
0,count,0.0,388,388,,,,,,,,,,,,,,
1,mean,,388,388,,,,,,,,,,,,,,
